commodity,year,sum(value)
"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",2018,3.18
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2010,75.13
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2011,51.9
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2012,60.0
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2013,58.92
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2014,59.81
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2015,66.03
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2016,67.73
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2017,53.27
VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,2018,54.17
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2010,9315.6
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2011,10931.08
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2012,12193.08
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2013,12932.75
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2014,14473.64
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2015,14355.73
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2016,14949.79
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2017,17255.08
"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",2018,18096.0
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2010,254.77
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2011,303.57
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2012,314.09
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2013,323.55
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2014,338.15
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2015,506.12
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2016,350.33
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2017,390.77
"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",2018,427.2
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2010,174.31
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2011,230.43
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2012,273.39
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2013,331.29
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2014,346.4
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2015,446.42
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2016,402.62
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2017,401.55
WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,2018,491.04
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2010,159.41
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2011,218.51
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2012,174.31
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2013,157.76
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2014,177.13
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2015,178.13
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2016,160.38
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2017,164.38
"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",2018,198.68
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2010,243.05
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2011,265.98
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2012,191.99
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2013,330.71
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2014,170.88
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2015,175.5
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2016,311.93
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2017,136.15
WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2018,102.98
ZINC AND ARTICLES THEREOF.,2010,709.81
ZINC AND ARTICLES THEREOF.,2011,759.41
ZINC AND ARTICLES THEREOF.,2012,454.29
ZINC AND ARTICLES THEREOF.,2013,435.39
ZINC AND ARTICLES THEREOF.,2014,608.03
ZINC AND ARTICLES THEREOF.,2015,527.05
ZINC AND ARTICLES THEREOF.,2016,609.66
ZINC AND ARTICLES THEREOF.,2017,956.16
ZINC AND ARTICLES THEREOF.,2018,603.02
